name,latitude,longitude,free_bikes,empty_slots
Fort York Blvd / Bathurst St - SMART,43.639052,-79.399792,15,5
Keele St / Vine Ave,43.66686,-79.46526,2,20
College Park South,43.65945682499,-79.38236466864778,6,11
1926 Lake Shore Blvd W,43.6357643,-79.4674917,21,0
Wellington St W / Stafford St,43.6409957,-79.40966630000001,16,4
Centennial College (Ashtonbee Campus),43.73003601845614,-79.2920036521843,9,10
Chatham Ave / Byron Ave,43.6798678328407,-79.33424613862303,7,8
Niagara St / Portland St,43.6425791,-79.40011729999999,7,3
Carlaw Ave / Dundas St E,43.665076,-79.341509,11,4
Sunnybrook Health Centre - S Wing,43.720998,-79.377456,1,10
Tiago Ave / Westview Blvd,43.71101621552703,-79.30675743891624,4,11
Wynford Heights Cres / Concorde Pl,43.72749778259739,-79.32714222209015,5,6
High Park Subway Station,43.6543604,-79.4655296,0,11
Ward St / Wallace Ave,43.662857,-79.44618,8,7
Frederick St / The Esplanade,43.6487245,-79.36839,19,0
Avenue Rd / Cumberland St ,43.669821695059376,-79.39444614603269,1,14
Humber Bay Shores Park West,43.6224434,-79.480284,21,1
Centre Island Ferry Dock,43.622020652213855,-79.37888203400495,32,2
Yonge St / Montgomery Ave - SMART,43.70960859570095,-79.39915125005619,0,8
York St / Wellington St W (1) ,43.646734,-79.38301,0,21
Queen St E / Sackville St,43.6561111,-79.36138888888888,13,0
101 Cedarvale Ave,43.6868681,-79.3110942,18,5
Jane St / Yewtree Blvd,43.75531728502427,-79.51704708227844,13,1
Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,5,8
Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,12,3
Widmer St / King St W,43.6463574,-79.391206,4,4
Woodbine Subway Station,43.686442,-79.313404,10,1
Lascelles Blvd / Eglinton Ave W,43.70547,-79.40355,3,15
91 Via Italia,43.67665014253828,-79.44503029755326,2,10
Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,9,4
Wellesley St E / Parliament St,43.6682342,-79.3702641,11,3
Glebe Rd W / Yonge St,43.7005976,-79.397345,3,14
Palmerston Blvd / Lennox St,43.66335070995886,-79.41312798316125,2,8
Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,0,19
Caledonia Rd / Lotherton Pathway,43.70756436685646,-79.46571474966814,0,19
Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,4,15
33 Queen St E,43.6523196075425,-79.37684857674785,26,0
Harvie Ave / Rogers Rd,43.68402031135697,-79.45297885330353,0,19
Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768,11,5
Lawrence Ave W / Dufferin St,43.714317848363905,-79.45414485709222,0,15
Yonge St / Merton St ,43.6962750705313,-79.39629396191867,2,20
Hanlan's Point Beach,43.61904360581232,-79.39068832406288,1,46
Danforth Ave / Westlake Ave,43.687323,-79.304848,4,10
Erskine Ave / Yonge St SMART,43.7112153,-79.39894,2,14
Soho St / Queen St W,43.649649714291584,-79.39372141352654,9,3
Adelaide St E / Parliament St,43.65378337432506,-79.36335973372954,16,5
Church St / Bloor St E,43.671389,-79.382919,1,12
University Ave / Gerrard St W - SMART(South),43.65748153286412,-79.38921396018827,1,14
Liberty St / Fraser Ave Green P,43.637981,-79.424146,8,11
St. Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,0,13
Bay St / King St W,43.64837534148549,-79.3799828091115,1,21
Robert St / Bloor St W - SMART,43.665846,-79.404998,1,13
Beverley St / College St,43.6575,-79.39527777777778,4,16
Duncan St / Adelaide St W - SMART,43.64813057569729,-79.38858106137695,5,7
Dentonia Park,43.694341,-79.291416,3,19
Blantyre Park,43.68306889999999,-79.279682,5,18
Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109,23,0
College St / Huron St,43.658148,-79.398167,4,12
Bathurst St / Dundas St W,43.6518918789007,-79.40577861712723,7,16
Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,0,24
Bartlett Parkette,43.6702236,-79.4360232,1,22
Jane St / Spenvalley Dr,43.740937072210514,-79.51338882645875,0,15
Queen St W / Cowan Ave,43.64089724173822,-79.43283582518329,17,1
Sumach St  / Queen St E,43.656638,-79.358749,19,0
Moore Park,43.693256,-79.383238,4,10
Queen St E / Woodward Ave,43.665269,-79.319796,5,13
Front St E / Bayview Avenue,43.6535,-79.354068,19,1
E.T Seton Park - South ,43.70503461857136,-79.33547292037659,4,19
St. Clair Ave W / Bathurst St,43.683296,-79.418734,1,17
The Pond Rd / Ian Macdonald Blvd,43.77086729028769,-79.49812990660705,6,9
Eglinton Ave E / Victoria Park Ave,43.72486103230542,-79.30351306295167,3,8
Logan Ave / Bain Ave,43.6720273,-79.3470557,15,4
Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556,9,10
Gould St / Yonge St (TMU),43.657424,-79.381019,0,18
406 Oakwood Ave,43.68827060022711,-79.43937767081853,0,18
Simcoe St / Queen St W,43.65049,-79.3873,2,30
Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,0,30
Galloway Rd / Kingston Rd ,43.76247244509665,-79.19469250674761,1,15
Warden Ave / Huntingwood Dr,43.78571682234873,-79.31081039604902,1,8
Brimley Rd / Lawrence Ave E ,43.75404854399297,-79.2553167552948,0,38
Church St / Cypress St,43.706385752681484,-79.51671697675717,0,15
Dundas St W / Roncesvalles Ave Green P -SMART,43.6534268,-79.4512787,0,12
Pottery Rd / Lower Don River Trail,43.688148,-79.362101,5,6
457 King St W,43.6452091,-79.3960744,11,6
Danforth Ave / Coxwell Ave,43.683378,-79.322961,13,2
Bloor St W / Brock Ave,43.6589882,-79.438715,2,9
Wells Hill Ave / St. Clair Ave W,43.683351,-79.41562,1,14
Bay St / Dundas St W,43.655350778457056,-79.38345966759798,18,36
